Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Label
-1.498340915733998,-2.5030164335514025,-3.5118490168180587,-6.839058078991098,0.8121787621612802,-4.887149734527474,0.41389691561693753,1.1112431329893526,-1.188349673396199,3.7423032852646605,1.2785687971339197,-0.14291565104788856,-4.1236015315084344,-0.8162181026030786,1.4379243857585315,-7.6167219497149725,3.0290665928369838,-0.7538617838954649,0.1494460789432227,-2.257741562281903,0
-0.9805101061884127,-2.7264963439429817,-1.922006640703272,-3.310439621554428,-2.5269895004821445,-1.9796420005661,0.4293351059007932,0.03167282761239476,-1.4382490570214166,2.9743370330884606,1.8713171064383685,0.6395952191028289,-0.527262031089509,2.439842300331874,1.078705784401437,-4.773478556180765,1.6041044644414493,-1.3950161699873445,1.1290410755886668,-2.4529435911792636,0
-0.3867059904408503,-0.3436245761966519,1.269014485226401,3.0095307372163167,-0.6737267298024958,0.7194615567743933,1.2504836031242943,-0.32379632306291084,-1.2497319971435945,0.15555741443180995,-1.1165572465311502,-1.0703579251255089,0.5319795919900616,0.8012151198705386,-0.9400815673746419,3.0464326896899023,-2.3973274789027688,-0.05072464731869386,-0.2032533994982364,0.39290136845770784,1
0.368543899734318,1.261071992851278,-0.6693223508717704,-6.611506786030456,1.572776265253875,-0.588980761488676,-0.03989370374745433,0.2856330756072297,4.495770149543635,2.964515800007453,-3.422615211755634,0.3093342422946241,1.1567624629661402,1.1672361002013354,0.14308074063949527,-7.528397266886477,3.0146613861832523,2.2084376018517218,0.14601886197730496,-3.156782868567269,0
-1.7874763368670106,-3.219879464037771,-0.1923912936052096,3.3685473327329336,-1.4714778545851244,-0.5127615743321516,0.09416689257866087,1.2486073762476027,-6.24664699182383,2.098931248570979,2.8407583370910787,1.1314847382686437,-0.983703943264775,1.6571081914867554,-1.956097944506594,0.6695331109454044,-1.4830668952468415,-1.6897727862112755,0.15218422230151296,-0.24001380593250188,0
-0.6503058728385303,-1.6298233369210149,-0.1889712983401068,-1.3646016161515342,0.7030618473411703,-0.8068444590051962,0.06407252265993087,-0.27286986062879115,-0.8517135587126988,1.8164923625255243,0.7100520718303137,-1.501625567995574,-1.187411157437753,2.258165394743329,-1.6122792335818577,-0.7375597053779743,-0.19653235466199304,-1.205200944746966,0.003099384018081852,-0.034306733124617295,0
-0.7867033735116999,-1.979794533391507,-0.972288269207986,-1.1356668461942094,0.4641016661255112,-3.4124546227903902,-1.2787247337003531,-2.5375210779577793,-0.8524400413824301,3.857626752921679,-3.631429074300135,1.2659807616951517,-0.8388446849019024,0.058849124348212434,0.12774602594552714,-0.07621399817274609,-1.2209785255150787,-1.353168095137222,-2.523259921384209,-2.6800515773750857,0
-1.6546773742595853,-3.1694620761203995,-2.4500986665887003,0.571169153070576,0.6564007484010428,-0.7098029279922382,-0.10260059911782753,-0.7242019336578476,-1.6705204769852355,4.015107758468669,-0.13233248420125096,1.0397586182478968,-0.8603426810621295,2.1400113488429824,0.6622840555871229,-3.0967989729029837,-0.11310946959701496,0.5183691067125547,-0.6547658924473116,-1.4005267062771218,0
-1.540846515518645,0.41262090644144633,2.5420769146486513,-2.0325769704704144,1.24570924420053,-3.577805364390632,-1.403313643518846,-0.374719505113553,-1.3385216820683994,3.4993371639046202,-2.8271439706753356,-0.11750570703630633,-1.1031640082224825,-0.5968126400118152,-0.24112381232498253,0.37934957124742197,0.3106066798833763,-1.4116920347082382,-2.906736429983621,0.041086430398950435,0
-0.8023996729251434,-3.3819117691663307,-0.8523141118873647,2.466658932781546,-0.26513159200992814,-1.0126040445149354,-0.437988549819287,-1.0384396070694688,-4.617564665394856,4.867521743524087,-1.2833206665382961,-0.3245127149762235,-0.009224116252999126,2.468238450755038,-2.0497712684049545,-0.3137529944049644,-1.698123616414894,-0.8306502139599949,-1.9208969199158101,-2.460096904355442,0
